term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),0.569361401506921,0.5201717693766214,-1.0827959678035346,0.27889899570347626,0.19921080516472867,1.5696217791912768
formal_menstrual_educationSomewhat,1.038707755285797,0.45952797123472383,0.08264436539131664,0.9341343234323323,0.41964292033059186,2.5628725883613797
formal_menstrual_educationYes,3.4825788511784515,0.41541763081491057,3.003659392324066,0.002667537783864301,1.5628859362532725,8.015689623173676
region_typeSuburban,0.6808653267809792,0.6183847681872071,-0.621604493181535,0.534201965795037,0.19900996788360634,2.2879814954322595
region_typeUrban,1.6084691076429385,0.5194248864086386,0.915017501579008,0.3601824423018788,0.5771521548580911,4.51562894148791
