term,estimate,std_error,z_value,p_value,odds_ratio,conf_low,conf_high
satisfaction,0.19372651623199458,0.12896153368801716,1.502203879651869,0.13304446318952207,1.2137642927290873,0.9426708623319316,1.5628188131961083
cultural_influence,-0.1738448573640565,0.12690959799085363,-1.369832227950052,0.17073927928385674,0.8404272736472851,0.655348797755271,1.0777741634828957
cost_importance,0.3480628816503458,0.16173974904732208,2.1519934567754833,0.031397869715741766,1.4163213075611822,1.0315401467493108,1.9446320655315363
quality_importance,0.13250581178523618,0.29415438543204586,0.45046349246371187,0.6523762723778842,1.141685651301716,0.6414418258143271,2.0320566479017246
sustainability_importance,-0.2431699701614289,0.20137833083970652,-1.207527985496055,0.22722887414553056,0.7841382223438602,0.528415962003882,1.1636150229240656
